ESRB_rating,average_user_score,developer,genres,metascore,platform,publisher,release_date,summary,title,url
E,5.7,Kylotonn,"Racing, Arcade, Automobile",51.0,Switch,Bigben Interactive,"Feb  5, 2019",,V-Rally 4,https://www.metacritic.com/game/switch/v-rally-4
T,6.8,Khaeon,"Action, Shooter, Shooter, Third-Person, Sci-Fi, Sci-Fi",51.0,PC,Playlogic,"Sep  2, 2004","The year is 2366, and the Solgov federation faces turmoil. Lieutenant Kyle Hardlaw, leader of specialized commando unit 'Alpha Black Zero', stands accused of multiple illegal assassinations against his own government. In the courtroom on Qahira, the politically influential planet formerly known as Mars, a military tribunal asserts Hardlaw killed numerous Solgov officials during a secret mission on a rebellious world. Many local populations are hostile to Solgov, having been indoctrinated for years by ultra-right separatist groups. Olympus City, the Qahiran capital brims with intrigue and suspicion. Hardlaw's work is always dangerous, but what actions have resulted in his trial? Behind the courtroom drama, a series of missions are played out that reveal a sinister story of counter espionage and treason in an explosive climate. Hardlaw must fight through a military and political minefield to clear his name. Unravel the conspiracy, and he wins his freedom. Fail, and his team will be silenced forever. Alpha Black Zero is a fast-paced mission based 3rd person tactical shooter with a gripping storyline to test both your fighting abilities and your intelligence. Dozens of different enemies, all possessing strong artificial intelligence will punish your mistakes across huge and challenging levels. [GMX Media]",Alpha Black Zero: Intrepid Protocol,https://www.metacritic.com/game/pc/alpha-black-zero-intrepid-protocol
E,8.3,Asobo Studio,"Sports, Traditional, General, Individual, Tennis, Other, Tennis",51.0,Wii,Ubisoft,"Mar  9, 2010","For the first time, Racquet Sports serves up 5 of your favorite racquet games all in one product for the Wii. You are immersed in stunning worldwide locations as you serve, rally, and smash your way to the finals. Every family member can get into the action with easy-to-use controls that precisely simulate each player's movements. From Party Mode to Championship Mode, Racquet Sports is fun for everyone. [Ubisoft]",Racquet Sports,https://www.metacritic.com/game/wii/racquet-sports
E,7.0,TT Games,"Action, Platformer, 3D",51.0,GameCube,Sega,"Aug  1, 2006","Adventurers discover that in Super Monkey Ball Adventure their monkey balls now have a whole host of new abilities, including sticking to walls, hovering and the ability to become invisible. Super Monkey Ball Adventure also contains 50 new puzzle levels and six new party games to challenge gamers of all ages. Players can select Aiai, Meemee, Gongon, or Baby to adventure their way through five different Monkey Ball Kingdoms to complete quests by solving puzzles and ultimately uniting the feuding Monkey Kingdoms. The original Monkey Ball characters of Aiai, Meemee, Gongon & Baby are back. They are joined by a host of new characters, including a Prince and Princess, who are being kept apart by a feud between their kingdoms. The couple run away to Jungle Island where they enlist the help of the Super Monkey Ball gang, to unite the feuding Monkey Kingdoms and defeat the Naysayers who have sucked all the joy from the Monkey Ball world.",Super Monkey Ball Adventure,https://www.metacritic.com/game/gamecube/super-monkey-ball-adventure
E10+,6.6,4J Studios,"Simulation, Sci-Fi, Small Spaceship",51.0,PlayStation 2,Bethesda Softworks,"Oct  4, 2006","Star Trek: Encounters is a shoot-'em-up arcade style space combat game featuring ships, characters, and weapons from 40 years of Star Trek. Take command of your starship and blast through the universe, defending your vessel and demolishing your opponents' in fast action battles. Five Generations at Your Control: Ships and characters from The Original Series, The Next Generation, Deep Space Nine, Voyager, and Enterprise. Experience the Trek you know with missions based on classic moments from the television series and films. Destroy your opponents with a wide array of weapons including Phasers, Pulse Cannons, Torpedoes, and more. Choose from Skirmish Mode, Episode Mode, or go head-to-head against a friend in Multiplayer Mode. [Bethesda Softworks]",Star Trek: Encounters,https://www.metacritic.com/game/playstation-2/star-trek-encounters
,5.0,Cyanide,"Strategy, Real-Time, Fantasy, General",51.0,PC,Focus Home Interactive,"Apr  4, 2012","The game is set in the fantastic and original universe of Confrontation, Aarklash. As the Age of Rag'narok is approaching, four factions are fighting for their own cause and struggling for domination over the land: the brutal Orcs of the Tree-Spirit, the ferocious Wolfen packs, the fearsome Griffon warriors or the terrifying creatures of the Scorpion.",Confrontation,https://www.metacritic.com/game/pc/confrontation
E,tbd,Taito Corporation,"Puzzle, Action, General, General",51.0,Xbox 360,Taito Corporation,"Dec  9, 2009","[Xbox Live Arcade]  Inheriting the style of the renowned arcade title, QIX++ allows you to take up the fight again in a variety of different ways. With customized weapon improvements, a technique-based scoring system, and events triggered by opening Item Containers, the evolution of the series has truly come a long way. The object of the game is to defeat the QIX using the marker. When the total area cut off by the marker reaches a percentage equal to the Threshold, your final attack begins and you have cleared the stage. [Taito]",Qix++,https://www.metacritic.com/game/xbox-360/qix++
E,tbd,Vingt-et-un Systems,"Sports, Nature, Fishing",51.0,PlayStation,Take-Two Interactive,"Jul 14, 2000","Do you have what it takes to get the biggest bass in the pond on your hook? Do you know the right lures to use in ever changing water conditions? Can you battle the bass and lure im in? Or will he break the line and be the one that got away???? If you think your up to the callenge,",Action Bass,https://www.metacritic.com/game/playstation/action-bass
E,tbd,SCEA,"Sports, Traditional, Football, Sim",51.0,PlayStation 2,SCEA,"Nov 13, 2000","When the original PlayStation launched without a Madden title, SCEA seized the opportunity to successfully launch the GameDay series. Madden returned fire the next year, and the healthy competition between the two football series has made both better. Now 989 Sports brings its popular football franchise to PlayStation 2 with NFL GameDay 2001. Obviously, the biggest change from past games in the series lies in the graphics, which have been greatly improved. The game features 1,100 position-specific tackles, jukes, spins, and stiff arms motion-captured from 13 pro NFL players. Grass and mud stains grace the players' jerseys, and photorealistic stadiums help to make for a more lifelike atmosphere.",NFL GameDay 2001,https://www.metacritic.com/game/playstation-2/nfl-gameday-2001
E,tbd,Xpiral,"Driving, Racing, Simulation, Rally / Offroad, Automobile",51.0,PC,Xicat Interactive,"Nov 30, 2001",,Larry Ragland 4x4 Challenge,https://www.metacritic.com/game/pc/larry-ragland-4x4-challenge
E,4.4,Argonaut Games,"Action, Platformer, 3D",51.0,PlayStation 2,EA Games,"Oct 20, 2003","Playing as the Toa, Toa Nuva and finally the 7th Toa, you must explore the six elementally-themed regions of Mata Nui - a tropical paradise of high mountains, great lakes and mighty volcanoes - rescue the scattered Matoran and break the spell of darkness sent by the evil Makuta. In doing so you will face danger in equal measure from the islands many environmental hazards (including falling rocks, rainforest winds, icicles and lava falls) and the foul minions of Makuta. So whether youre a skilled player or a young gamer, the time has come to emerge from behind your mask. The fate of Mata Nui is now in your hands... Toa, you must explore the six elementally-themed. Choose any one of the six Toa characters to begin your adventure. Use the unique elemental powers of the Toa and summon 'blasts' of elemental energy to defeat your enemies. [LEGO/EA]",Bionicle,https://www.metacritic.com/game/playstation-2/bionicle
M,5.7,"Playlogic, The Game Factory","Action, General, General",51.0,Xbox 360,Playlogic,"Oct 27, 2009","Play your favorite fairytale character, regain your lost fame and save the fairytale world from certain doom! Luckily, a vast variety of deadly weapons lie around, which you can use to shoot and carve up evil villains, bloodthirsty rabbits and many more terribly cutesy characters roaming the lands - and this is where the fun begins! Fight your opponents to the death and fulfill challenging quests while leaving behind a big trail of blood! With Playlogic's unique ""Dynamic Slicing"" technology, players have the ability to slice up an enemy in any way they like, using intuitive controls. In addition, the game uses the tested powers of the Unreal 3 engine. [Playlogic]",Fairytale Fights,https://www.metacritic.com/game/xbox-360/fairytale-fights
E10+,4.8,"Just Add Water, Bossa Studios","Miscellaneous, General",51.0,PlayStation 4,Bossa Studios,"Aug 25, 2015",,I Am Bread,https://www.metacritic.com/game/playstation-4/i-am-bread
T,tbd,Artech Studios,"Miscellaneous, Trivia / Game Show",51.0,PlayStation 2,Atari,"Mar 24, 2004","The world's most popular trivia game is about to become a wild free-for-all! With incredible new game features, this all-new version of the Trivial Pursuit game rewards the clever, the speedy and the sneaky-- while still highlighting everybody's trivia talents. Trivia fans can bet against others, steal wedges and even crush rivals' game pieces (along with their hopes of winning). Add in some impressive Hollywood types hosting each category, and loads of multimedia clips, and you've got a Trivial Pursuit party where everybody is in on the action. For those who crave free-for-all play, the traditional game, or even a quick trivia fix, there are plenty of modes: the Unhinged version, the original classic, and a fast new ""mini"" game. It's an outrageous twist on a favorite game with movies, stars, sports, and news that you know you know. Y'know? [Atari]",Trivial Pursuit Unhinged,https://www.metacritic.com/game/playstation-2/trivial-pursuit-unhinged
,5.0,Cavia Inc.,"Action, Shooter, Third-Person, Arcade",51.0,PC,XSEED Games,"Apr 25, 2018",,Bullet Witch,https://www.metacritic.com/game/pc/bullet-witch
M,4.8,"Gearbox Software, 3D Realms","Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",51.0,PlayStation 3,2K Games,"Jun 10, 2011",,Duke Nukem Forever,https://www.metacritic.com/game/playstation-3/duke-nukem-forever
E10+,6.3,Shift,"Miscellaneous, Party, Party, Party / Minigame",51.0,PSP,SCEA,"Jan 17, 2006",,Ape Escape Academy,https://www.metacritic.com/game/psp/ape-escape-academy
E10+,tbd,Digital Eclipse,"Action, Fighting, Fighting, 2D, 2D",51.0,Xbox 360,Konami,"Jul 18, 2007","[Xbox Live Arcade]  Oolong has spent his entire life training for the Martial Arts Championship. The Championship has attracted masters of different disciplines, all fighting to be named champion. In Yie Ar Kung-Fu, Oolong must use his own fighting moves and face masters of the throwing shuriken, nunchaku, bo, chain, and more to fulfill his destiny. With enhanced graphics, hand-painted backgrounds, and new achievements, this classic fighting game is sure to test your skills. Will you fight like a tiger or run away in shame? Classic gameplay: Authentic original gameplay of the arcade classic. Enhanced game elements: Play with the original arcade graphics or go enhanced with stunning hand-painted models and backgrounds. All the music and sound effects have been digitally enhanced to provide a richer, deeper gaming experience. All-time and weekly high score leaderboards. Twelve achievements provide up to 200 gamer points for your Gamerscore. [Microsoft]",Yie Ar Kung-Fu,https://www.metacritic.com/game/xbox-360/yie-ar-kung-fu
T,7.4,Omega Force,"Action, Beat-'Em-Up, Beat-'Em-Up, 3D",51.0,PC,Koei,"Mar 25, 2008","Without warning, the venomous Serpent King Orochi descended from the heavens. Using his unworldly powers to shatter time and space, Orochi kidnapped the strongest, wisest and most courageous warriors from Ancient China and Feudal Japan in a scheme to test his might against the heroes of these ages. In Warriors Orochi the characters from both the Dynasty Warriors and Samurai Warriors franchises must team-up to wage war against this new, yet powerful force. The game boasts an amazing roster of 79 playable characters, while four action-packed ""crossover"" storylines feature amazing team-ups and some long-awaited confrontations between characters from both series. Warriors Orochi for Windows-based PC features enhanced graphics (for PCs meeting the recommended system requirements) Players can adjust the anti-aliasing, textures, dynamic shadows and lighting, and even set the character count. More enemies means more KOs! [Koei]",Warriors Orochi,https://www.metacritic.com/game/pc/warriors-orochi
E,tbd,MumboJumbo,"Miscellaneous, Puzzle, Puzzle, General, Puzzle, General",51.0,PSP,MumboJumbo,"Apr 23, 2007","This action-adventure puzzler from developer Hot Lava lets gamers re-create history as they match magical runes to help workers build legendary landmarks of the ancient world such as the Great Pyramid of Giza and the Hanging Gardens of Babylon. 7 Wonders of the Ancient World lets gamers explore ancient lands through three modes of play - Story, Free Play, and Rune Quest - that cover more than 140 levels and three modes of difficulty. Collect eye-popping powerups like the Lightning Bolt or Fire Bomb to help you in your race against the clock, and learn about history while having fun. [MumboJumbo]",7 Wonders of the Ancient World,https://www.metacritic.com/game/psp/7-wonders-of-the-ancient-world
E10+,3.4,Mondo Productions,"Strategy, General, General",51.0,Xbox 360,Ubisoft,"Jun 13, 2012","Ubisoft’s Babel Rising is the next-generation version of the popular iPhone game of the same name. In Babel Rising, gamers play as God, preventing humans from building the tower of Babel. Gamers can use their divine powers by hurling bolts of lightning, summoning massive earthquakes or unleashing gigantic floods upon the Babylonians. Developer Mando Productions has breathed new life into the game with 3D graphics and competitive and cooperative multiplayer modes.",Babel Rising,https://www.metacritic.com/game/xbox-360/babel-rising
M,4.3,Capcom Vancouver,"Action, Action Adventure, General, Open-World",51.0,Xbox One,Microsoft Game Studios,"Mar 18, 2014",,Dead Rising 3: The Last Agent,https://www.metacritic.com/game/xbox-one/dead-rising-3-the-last-agent
,tbd,Superstring,"Adventure, General",51.0,PC,Superstring,"Aug 28, 2019","After waking from a five week coma, Theo finds his life in disrepair. With no memory of the accident, it’s up to Ted and Teddy – the conscious and subconscious voices in his head – to work out what happened, and put his life back on track.Headspun is a game about recovery, discovery, and the ongoing battle between logic and emotion.",Headspun,https://www.metacritic.com/game/pc/headspun
M,5.9,Stainless Games,"Action, General, General",51.0,Xbox 360,Sega,"Jun 25, 2008","[Xbox Live Arcade]  Disaster has struck the Happy Tree Friends! Earthquakes, fires, and other catastrophes have trapped the beloved friends who now must be rescued. In a unique twist to the action genre, guide the rescue squad of Flippy, Handy, and Lumpy into dangerous situations using unique abilities in a dynamic reactive environment to save as many trapped Happy Tree Friends as possible. Cute, cuddly, and horribly wrong, Happy Tree Friends False Alarm is filled with unexpected situations and outrageous outcomes. For the first time in 3D, play as the rescue squad of Flippy, Handy, and Lumpy to save other Happy Tree Friends such as Cuddles, Toothy and Flaky from life-threatening disasters. Using physics-based reactive environments and problem-solving elements control a rescue squad with unique abilities such as hurling concrete, spraying water, or throwing nitroglycerin to augment the dynamic 3D environments creating a variety of unpredictable outcomes. SEGA and the creative minds behind Happy Tree Friends have teamed up to create 10 original and engaging disaster scenarios such as the Mine Shaft, Candy Factory, and Museum. Xbox Live Arcade features leaderboards to compete with friends, earn achievement medals, and track your progress as you advance through Career mode. [Sega]",Happy Tree Friends: False Alarm,https://www.metacritic.com/game/xbox-360/happy-tree-friends-false-alarm
T,tbd,Games Farm,"Simulation, Flight, WWII, WWII, Combat",51.0,PlayStation 3,Kalypso,"Nov 15, 2011","In Air Conflicts: Secret Wars players can relive the most famous battles of the First and Second World War right up close. The game provides plenty of variety, as players can fly 16 meticulously detailed and accurate aircraft in nearly 50 exciting missions in the seven campaigns. The mission tasks are diverse and range from air space clearance operations to the bombardment of targets on the ground, attacks on enemy convoys and reconnaissance, escort and patrol flights. After each successful mission players can upgrade their skills to enable them to control their aircraft more expertly, make their aircraft more robust and select better co-pilots. There are two control modes for the combat aircraft: the controls are simplified in arcade mode and simulation mode offers a realistic control system that is true to the original. Besides the solo campaigns, Air Conflicts: Secret Wars can also offer several multiplayer modes for up to eight players that can be played on a local network and over the Internet.",Air Conflicts: Secret Wars,https://www.metacritic.com/game/playstation-3/air-conflicts-secret-wars
M,3.1,Pivotal Games,"Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade",51.0,PlayStation 3,Eidos Interactive,"Feb 12, 2008","When the US government needs to act, but can not afford to be associated with the operation, deniable operatives are dispatched. Members of the unit must bear no identity; no objects, papers or clothing that could associate them with the government. Their task is to do anything necessary, no matter how ruthless, to dissolve the threat. Conflict: Denied Ops puts players in control of two of these merciless operatives, each of them highly specialized in both weapons and military tactics. With gameplay focused on accessible two-man tactics, utilize simple commands and switch seamlessly between team mates to lay down covering fire, explore diverging paths, create distractions and pin the enemy under fire. Making full use of Pivotal's Puncture Technology, Conflict: Denied Ops features a highly destructible environment, allowing players to utilize tactics such as shooting through walls to create sniping holes or blasting open new paths to take the enemy by surprise. Fighting for a good cause, does not mean they have to play by the rules. Brutalize the opposition, blast down buildings, and destroy everything in true Hollywood fashion – all throughout politically sensitive areas across South America, Africa and Russia. [Eidos Interactive]",Conflict: Denied Ops,https://www.metacritic.com/game/playstation-3/conflict-denied-ops
M,4.8,WideScreen Games,"Action, Shooter, Third-Person, Modern",51.0,PlayStation 2,Namco,"Apr 12, 2005","Jack Slate and his K9 partner Shadow are thrown head first into the crossfire between criminal organizations battling for control over Grant City's underworld. The story-driven action in Dead to Rights II: Hell to Pay features intense new game play mechanics including a lightning-paced 360-degree brawling system, vicious melee weapon battles and an innovative new spherical slow motion diving system. [Namco]",Dead to Rights II,https://www.metacritic.com/game/playstation-2/dead-to-rights-ii
T,5.4,Stormfront Studios,"Action, Role-Playing, Action Adventure, Fantasy, General, Fantasy, Beat-'Em-Up, Japanese-Style, 3D",51.0,PC,Sierra Entertainment,"Nov 14, 2006","Play as Eragon and his dragon as they set out to fulfill their destiny. Endure perilous travels, adventure and heart-pounding combat as you live the epic events of the movie. Disable and dispatch enemies with the unparalleled skills of a true Dragon Ride. Eragon's combat system features a variety of blistering attacks and defences, including a unique degradable block system. Extensive Dragon Combat – Ride Saphira and blast your enemies with bursts of fire, and call in devastating dragon attacks during melee battles. Eragon features multiplayer co-op with team attack bonuses and dragon fight/flight combo gameplay. Full cooperation from the film production team provides faithful implementation of the movie's look-and-feel. As Eragon discovers the powers hidden within him he learns to unleash magical attacks to decimate his foes. [Vivendi Games]",Eragon,https://www.metacritic.com/game/pc/eragon
E,3.7,Taniko,"Miscellaneous, Compilation, Compilation",51.0,DS,Atari,"Mar 16, 2005","Retro Atari Classics features 10 original Atari games, including Pong, Missile Command, Asteroids, Breakout, Centipede, Tempest, Warlords, Gravitar, Lunar Lander and Sprint. Each title is playable in its original form as well as in the all new ""Tagged"" mode, featuring brand new looks from some of today's most popular graffiti artists, including REAS, Delta and Obey Giant. The game takes advantage of all the technical innovations the Nintendo DS brings to gaming including touch screen functionality for tighter game controls, up-to-four player wireless multiplayer, dual screen gameplay for larger game environments and the ability to play head-to-head against another player on the same Nintendo DS in classic arcade fashion. [Atari]",Retro Atari Classics,https://www.metacritic.com/game/ds/retro-atari-classics
E,5.7,Oasis Games,"Action Adventure, General",51.0,PlayStation 4,Oasis Games,"Apr 19, 2016","KOI reflects a tranquil and mesmerizing experience as you embark on an introspective journey through the lens of a lone koi fish separated from its owner and is the last hope for purifying waters polluted by mankind. It’s up to you to turn the tide and guide the koi through eight artfully rendered stages that will take you into the murky as well as enchanting waters, deep below the surface.",Koi,https://www.metacritic.com/game/playstation-4/koi
E,6.3,The Game Factory,"Adventure, General, General",51.0,DS,The Game Factory,"Jun 20, 2008","A brand-new tale, based on the fourth season of the show, unfolds as William is being held captive somewhere on Lyoko by the evil virus X.A.N.A. Gamers follow our heroes on a quest to destroy X.A.N.A. Their final challenge is to defeat the mysterious and dangerous Volcano Replika containing the very core of X.A.N.A.: a crater containing a number of towers one of which holds William...Control with your stylus fully-customizable characters with upgradeable attacks, Powers, Functions and virtual Items (Firewalls, Viruses, Bugs, programs...) Fight your way through the Digital Sea and battle more enemies using subterranean vehicles ( Navskids). Battle against your friends in 4 different multiplayer modes : normal, handicap, bet & challenge. Play with the four Lyoko warriors and experience a Unique Real Time turn base Interactive battle system. Defeat X.A.N.A's  minions in 100 different Battle Arenas. Enjoy Newly-designed heroes in Super-Deformed style. [The Game Factory]",Code Lyoko: Fall of X.A.N.A.,https://www.metacritic.com/game/ds/code-lyoko-fall-of-xana
M,5.2,Piranha Bytes,"Role-Playing, General, Action RPG",51.0,PlayStation 4,Deep Silver,"Aug 21, 2015",,Risen 3: Titan Lords - Enhanced Edition,https://www.metacritic.com/game/playstation-4/risen-3-titan-lords---enhanced-edition
T,6.0,EA Tiburon,"Action, Action Adventure, Beat-'Em-Up, Beat-'Em-Up, Open-World, 2D",51.0,Xbox 360,EA Games,"Nov 20, 2006","True to the fiction in every respect, this is the game based on the Superman universe that fans have been anticipating for decades. From excited citizens to the traffic on the streets, every detail of this vibrant city has a mind of its own. These 80 square miles are brought to life for the first time in a videogame. Go anywhere and do anything in Metropolis as Superman. Non-linear gameplay allows you to explore and play the game exactly how you want to at your own pace. Where and how you fly – to the top of skyscrapers, dodging elevated trains – is completely up to you, since gameplay is designed as a true open world experience. With notorious villains like Metallo and colossal challenges only Superman can overcome, you must navigate the Man of Steel to monitor and protect Metropolis from destruction. Three distinct types of gameplay — Flying, Rescue, and Combat — will keep the action constant and the challenges relentless. Play both film-inspired missions as well as original content created exclusively for the videogame. Graphics, sound, and gameplay have been taken to the next level to create a Metropolis like you've never seen it, with three dimensional sound, a complete orchestra soundtrack, and Oscar-wining sound designer. [Electronic Arts]",Superman Returns,https://www.metacritic.com/game/xbox-360/superman-returns
M,6.3,Heavy Iron Studios,"Action Adventure, Horror",51.0,PlayStation,THQ,"Dec  4, 2000",,Evil Dead: Hail to the King,https://www.metacritic.com/game/playstation/evil-dead-hail-to-the-king
T,6.3,Hypnos,"Action, Beat-'Em-Up",50.0,GameCube,Activision,"May 16, 2006","Master the power of the X-Men--Obliterate enemies and objects as Wolverine, using your lethal adamantium claws and crushing brute force. As Nightcrawler, scale walls, swing from rafters and teleport through environments to surprise enemies. Shoot ice bursts and create hailstorms as lightning-fast Iceman. For even more power, utilize fury and adrenaline modes. Become a part of the X-Men movie universe--Embark on a globe-spanning conflict featuring every element of the X-Men universe--from favorite villains to famous locations such as Alkali Lake, plus the voices and likenesses of key actors from the films. Battle fierce enemies, join forces with comrades--Face off against movie villains such as Pyro, Magneto and Sabretooth, plus added foes like legions of Sentinels. Storm, Colossus and Cyclops join forces with you in gameplay that includes melee fighting, stealth-style action and time-based missions.",X-Men: The Official Game,https://www.metacritic.com/game/gamecube/x-men-the-official-game
E,tbd,Konami,"Action, General, Sports, Alternative, Individual, Snowboarding, Snowboarding, Ski / Snowboard",50.0,Xbox 360,Konami,"Nov  4, 2010","Experience Konami’s first ever Microsoft Natal title with full body motion controls!  Adrenalin Misfits (also known as ""Crossboard 7"") thrusts gamers into 7 unbelievable fantasy worlds with exciting boarding battles in amazing environments.  Compete in cross boarding action through freestyle, time and collection challenges against boss characters each with unique abilities.  Battle Boss’ from around the world growing your abilities and gaining more impressive boards each with their own special features.  Win a race, steal that boss’ board and do battle to collect all 60.  Natal controls mean anyone can play because your body is the controller.  The Natal camera reads your body’s natural motions converting them into character actions on screen.  It’s not just a race, it’s a battle!",Adrenalin Misfits,https://www.metacritic.com/game/xbox-360/adrenalin-misfits
E,5.0,Helixe,"Driving, Mission-based",50.0,Game Boy Advance,THQ,"Jun  6, 2006",,Cars,https://www.metacritic.com/game/game-boy-advance/cars
E10+,4.6,THQ,"Action, General, General",50.0,Xbox 360,THQ,"May 24, 2011","Kung Fu Panda 2 the video game begins where the movie leaves off, as Po and the Furious Five venture out to save kung fu from a new evil threat. Only with Kinect for Xbox 360 will Po teach players key kung fu moves and train them for impending battles against new, never-before-seen enemies, co-created by THQ and DreamWorks Animation. Utilizing Kinect, players will then seemingly transform into Po as they block, dodge, duck, punch and kick, no controller required. Onscreen, Po follows their every move as the game takes them into some new terrains and environments. ",DreamWorks Kung Fu Panda 2,https://www.metacritic.com/game/xbox-360/dreamworks-kung-fu-panda-2
M,5.0,Italo Games,"Role-Playing, General",50.0,Switch,Good Shepherd Entertainment,"May 31, 2018",,Milanoir,https://www.metacritic.com/game/switch/milanoir
E,5.0,Digital Eclipse,"Action, Platformer, 2D",50.0,Game Boy Advance,Activision,"Jul 31, 2002","You are underground thrill-seeker turned spy Xander Cage. Can you stop the evil Anarchy 99 organizaton before it unleashes an assault on Earth? Tackle a variety of pulse-pounding, action-packed levels. Face 11 menacing missions, featuring 3 motorcycle tracks. Master an array of high-tech secret agent weapons.",xXx,https://www.metacritic.com/game/game-boy-advance/xxx
E,tbd,Ubisoft,"Driving, Racing, On-foot",50.0,Xbox,Ubisoft,"Sep 24, 2002","Rayman Arena puts you in a competitive crash course. As any member of the cast of Rayman 2, you must smoke the competition on challenging race courses or incite a firefight in the battle arena. Take risks, use tricks, and trip up opponents as you sprint, slide, climb, and helicopter through 12 courses in an all-out rush for the checkered flag. Each of the gladiator-style arenas features its own set of power-ups, traps, and special ammo. You can also compete with up to four players in multiplayer action.",Rayman Arena,https://www.metacritic.com/game/xbox/rayman-arena
E,7.6,Griptonite Games,"Action, Platformer, 2D",50.0,Game Boy Advance,"Encore Software, Inc.","Feb  2, 2003","New Yorkers begin to question their superhero's allegiance in a game based on the Daredevil movie. The Kingpin, the city's most notorious crime boss, has told the world that Daredevil is his hired gun--and now Daredevil must set the record straight in a deadly showdown. As Daredevil, you'll zip, swing, and dive from rooftops to sewers. When you're not knocking out villains with the billy club, you'll fight them using Daredevil's boxing and martial arts skills. Although Daredevil is blind, he can still see through walls using his radar-sense skills, explore the interactive world of Hell's Kitchen, and interact with a cast of Marvel characters. ",Daredevil,https://www.metacritic.com/game/game-boy-advance/daredevil
T,7.0,Candygun Games,"Strategy, General, General",50.0,Xbox 360,Namco Bandai Games,"Jul  6, 2011","Dead Block focuses on innovative defensive gameplay in which the few remaining survivors, Jack Foster (a construction worker), Foxy Jones (a traffic warden), and Mike Bacon (a perpetually hungry boy scout) have formed an unlikely alliance to protect themselves from the invading undead. Hiding in various shelters around town, they avoid Zombies by building blockades, setting fiendish traps or – as a last resort – using their weapons to fight.",Dead Block,https://www.metacritic.com/game/xbox-360/dead-block
T,6.5,Virtual Air Guitar Company,"Action, Fighting, Fighting, 3D, 3D",50.0,PlayStation 3,Virtual Air Guitar Company,"Dec  7, 2010",,Kung-Fu Live,https://www.metacritic.com/game/playstation-3/kung-fu-live
M,4.9,Camel 101,"Adventure, 3D, First-Person",50.0,PlayStation 4,Camel 101,"May 28, 2020","Those Who Remain is a psychological thriller game that takes place in Dormont, a small town in the US. Dormont appears to be a regular and typical American town at first glance, however it is cursed by a demon who shrouded everything in darkness. Most of the town's population has been trapped inside the darkness, with no means of escape.",Those Who Remain,https://www.metacritic.com/game/playstation-4/those-who-remain
E10+,4.5,Renegade Kid,"Role-Playing, Console-style RPG",50.0,3DS,UTV Ignition Games,"Jul 26, 2012","As one of the youngest and brightest cadets to graduate from the esteemed Planet Crashers Academy, your first assignment couldn’t be much bigger. ",Planet Crashers (3DSWare),https://www.metacritic.com/game/3ds/planet-crashers-3dsware
T,2.4,Abstraction Games,"Strategy, Real-Time, General",50.0,PlayStation 4,505 Games,"Feb 16, 2016","Presented by the creators of TERRARIA. Lead the life of a pirate captain in this open world rogue like sim. Recruit a crew, outfit them, customize your ship and set sail on the open seas! There you’ll use any combination of aggression, diversion and trade to become the most infamous pirate crew of the seven seas. You can raid, pillage and plunder everything in your path, divert and lie to get what you want, or trade for a quick buck. Adventure awaits... [Playstation.com]",Pixel Piracy,https://www.metacritic.com/game/playstation-4/pixel-piracy
T,6.7,Vicarious Visions,"Action, Platformer, 3D",50.0,PlayStation 2,Activision,"May  4, 2007","Possess the never-before-experienced powers of Black-Suited Spider-Man. Unleash incredible agility, amazing durability and awe-inspiring web abilities. But be warned - the rush your intensified powers bring could overwhelm you. More freedom than ever. More city than ever. For the first time, enjoy unprecedented freedom—choosing what you want to do, when you want to do it. There's no checklist to complete in order to progress. You set your own next goal, roaming anywhere you want - including subterranean areas such as subways, sewers and villains' lairs - in the most massive, detailed New York City ever seen in a Spider-Man game. Experience an all-new combat system, two exciting ways. Redesigned from the ground up, a unique combat system empowers both Spider-Man and Black-Suited Spider-Man to perform suit-specific powers and abilities. State of the art animations, combos and finishers make punch, kick and web attacks more super-heroic than ever. Battle 10 of Spider-Man’s most infamous enemies from the movie and Marvel universe, including Sandman and Venom. [Activision]",Spider-Man 3,https://www.metacritic.com/game/playstation-2/spider-man-3
M,5.6,Genuine Games,"Action Adventure, Modern",50.0,Xbox,VU Games,"Nov 17, 2005","You can play as 50 Cent as he blasts his way through the streets of New York in 50 Cent: Bulletproof. Your path will cross those of drug and weapons dealers, informants, and a myriad of other shady characters as you and the G-Unit take on some of the largest crime families in New York. The game features many acrobatic moves for chasing enemies, dodging their attacks, and taking them out. The story was written by Terry Winter, the executive producer of The Sopranos. 50 Cent also contributes unique content to the game in the form of music tracks, freestyles, and in-game dialogue.",50 Cent: Bulletproof,https://www.metacritic.com/game/xbox/50-cent-bulletproof
